Link,RoomNum,Price,City,HouseYear,Area
https://krisha.kz/a/show/664454445,1,10000,Алматы,2020.0,38.0
https://krisha.kz/a/show/665959069,2,12000,Алматы,2020.0,65.0
https://krisha.kz/a/show/661467681,1,9000,Алматы,2018.0,38.0
https://krisha.kz/a/show/663591439,1,10000,Алматы,2020.0,38.0
https://krisha.kz/a/show/666605748,1,10000,Алматы,2020.0,38.0
https://krisha.kz/a/show/661189514,1,90000,Нур-Султан (Астана),2009.0,40.0
https://krisha.kz/a/show/51517519,1,8000,Алматы,2018.0,38.0
https://krisha.kz/a/show/47678697,2,6500,Костанай,1979.0,47.0
https://krisha.kz/a/show/663603899,1,10000,Нур-Султан (Астана),2014.0,40.0
https://krisha.kz/a/show/661013537,1,1500,Нур-Султан (Астана),2014.0,45.0
https://krisha.kz/a/show/664501922,3,190000,Алматы,1987.0,65.0
https://krisha.kz/a/show/54259896,1,6000,Актобе,1995.0,50.0
https://krisha.kz/a/show/666352986,3,150000,Талдыкорган,2018.0,90.0
https://krisha.kz/a/show/665961696,2,130000,Нур-Султан (Астана),2007.0,56.0
https://krisha.kz/a/show/55499039,2,7000,Актобе,2000.0,70.0
https://krisha.kz/a/show/664124270,1,10000,Нур-Султан (Астана),2014.0,47.0
https://krisha.kz/a/show/662784043,1,10000,Нур-Султан (Астана),2014.0,45.0
https://krisha.kz/a/show/663003890,1,1500,Нур-Султан (Астана),2014.0,45.0
https://krisha.kz/a/show/47214055,2,7000,Актобе,2012.0,48.0
https://krisha.kz/a/show/661572319,1,1500,Нур-Султан (Астана),2014.0,45.0
https://krisha.kz/a/show/664047197,1,85000,Нур-Султан (Астана),2012.0,40.0
https://krisha.kz/a/show/662626890,1,7000,Актобе,2015.0,50.0
https://krisha.kz/a/show/54575665,2,7000,Актобе,1998.0,50.0
https://krisha.kz/a/show/666803519,2,80000,Тараз,1963.0,45.0
https://krisha.kz/a/show/54006185,2,8000,Караганда,1978.0,42.0
https://krisha.kz/a/show/662878542,1,1500,Нур-Султан (Астана),2014.0,45.0
https://krisha.kz/a/show/661572203,2,2000,Нур-Султан (Астана),2014.0,75.0
https://krisha.kz/a/show/663003995,1,1500,Нур-Султан (Астана),2014.0,45.0
https://krisha.kz/a/show/663604028,1,9000,Нур-Султан (Астана),2014.0,47.0
https://krisha.kz/a/show/661325339,3,210000,Алматы,1995.0,65.0
https://krisha.kz/a/show/663998498,2,10000,Караганда,1982.0,52.0
https://krisha.kz/a/show/663801724,3,800000,Нур-Султан (Астана),2008.0,176.2
https://krisha.kz/a/show/666434172,1,4500,Алматы,1970.0,17.0
https://krisha.kz/a/show/662446634,1,1000,Алматы,1983.0,40.0
https://krisha.kz/a/show/663917691,1,6000,Нур-Султан (Астана),2014.0,40.0
https://krisha.kz/a/show/8486917,1,8000,Алматы,1980.0,34.0
https://krisha.kz/a/show/663868464,1,6000,Семей,1985.0,38.0
https://krisha.kz/a/show/8258829,1,7000,Алматы,1987.0,34.0
https://krisha.kz/a/show/666171249,1,4500,Караганда,1956.0,32.0
https://krisha.kz/a/show/8760288,1,6000,Алматы,1985.0,32.0
https://krisha.kz/a/show/664048804,1,7000,Нур-Султан (Астана),2014.0,40.0
https://krisha.kz/a/show/21895765,1,7000,Аксай,1993.0,37.0
https://krisha.kz/a/show/662108318,1,1000,Алматы,1953.0,40.0
https://krisha.kz/a/show/22887360,1,6000,Актобе,1989.0,33.0
https://krisha.kz/a/show/26200261,3,210000,Алматы,1974.0,57.0
https://krisha.kz/a/show/51552722,2,9995,Темиртау,1980.0,55.0
https://krisha.kz/a/show/51580951,1,5995,Темиртау,1970.0,35.0
https://krisha.kz/a/show/666491939,1,6900,Нур-Султан (Астана),2011.0,40.0
https://krisha.kz/a/show/662615885,1,800,Актау,2000.0,52.0
https://krisha.kz/a/show/666443411,2,60000,Семей,1986.0,60.0
https://krisha.kz/a/show/665759086,2,60000,Тараз,1975.0,50.0
https://krisha.kz/a/show/19087487,2,8000,Уральск,1989.0,72.0
https://krisha.kz/a/show/54638425,1,120000,Алматы,2017.0,36.0
https://krisha.kz/a/show/57256717,1,5000,Уральск,1985.0,40.0
https://krisha.kz/a/show/53994987,1,6000,Уральск,1985.0,40.0
https://krisha.kz/a/show/48855028,1,5000,Уральск,1985.0,35.0
https://krisha.kz/a/show/54070761,1,5000,Усть-Каменогорск,1990.0,40.0
https://krisha.kz/a/show/47664981,1,5000,Уральск,1980.0,40.0
https://krisha.kz/a/show/660460069,1,10000,Нур-Султан (Астана),2016.0,45.0
https://krisha.kz/a/show/664359493,1,10000,Нур-Султан (Астана),2018.0,44.0
https://krisha.kz/a/show/666533349,1,10000,Нур-Султан (Астана),2018.0,43.0
https://krisha.kz/a/show/50456080,2,100000,Павлодар,1990.0,51.0
https://krisha.kz/a/show/665407049,2,6000,Сатпаев,1985.0,47.0
https://krisha.kz/a/show/50348705,1,9000,Нур-Султан (Астана),2015.0,45.0
https://krisha.kz/a/show/50218114,2,12000,Нур-Султан (Астана),2015.0,80.0
https://krisha.kz/a/show/57393963,1,6000,Актобе,2014.0,42.0
https://krisha.kz/a/show/57657864,1,5000,Алматы,1973.0,33.0
https://krisha.kz/a/show/664776752,1,7000,Нур-Султан (Астана),2017.0,40.0
https://krisha.kz/a/show/664240222,1,9000,Нур-Султан (Астана),2009.0,42.0
https://krisha.kz/a/show/664240013,1,8500,Нур-Султан (Астана),2019.0,51.0
https://krisha.kz/a/show/28431254,3,300000,Нур-Султан (Астана),2012.0,120.0
https://krisha.kz/a/show/664091871,3,300000,Нур-Султан (Астана),2016.0,100.0
https://krisha.kz/a/show/663535729,3,350000,Нур-Султан (Астана),2013.0,110.0
https://krisha.kz/a/show/19587472,2,6000,Актобе,1987.0,44.6
https://krisha.kz/a/show/664898657,1,1500,Нур-Султан (Астана),2017.0,50.0
https://krisha.kz/a/show/664899473,1,6500,Нур-Султан (Астана),2015.0,42.0
https://krisha.kz/a/show/664401301,1,8000,Костанай,2016.0,35.0
https://krisha.kz/a/show/53113196,1,2500,Нур-Султан (Астана),2016.0,47.0
https://krisha.kz/a/show/29806982,4,500000,Нур-Султан (Астана),2013.0,180.0
https://krisha.kz/a/show/57682053,2,8000,Атырау,1970.0,55.0
https://krisha.kz/a/show/48691103,4,400000,Нур-Султан (Астана),2016.0,170.0
https://krisha.kz/a/show/29806821,4,500000,Нур-Султан (Астана),2015.0,160.0
https://krisha.kz/a/show/29806749,4,500000,Нур-Султан (Астана),2013.0,168.0
https://krisha.kz/a/show/29807394,4,600000,Нур-Султан (Астана),2016.0,180.0
https://krisha.kz/a/show/29806735,4,450000,Нур-Султан (Астана),2015.0,168.0
https://krisha.kz/a/show/666889627,1,5000,Тараз,1979.0,28.0
https://krisha.kz/a/show/663586144,1,8000,Нур-Султан (Астана),2019.0,38.0
https://krisha.kz/a/show/30731535,1,3500,Караганда,1960.0,32.0
https://krisha.kz/a/show/29225129,1,7000,Нур-Султан (Астана),2015.0,38.0
https://krisha.kz/a/show/30490979,5,500000,Нур-Султан (Астана),2013.0,200.0
https://krisha.kz/a/show/28431206,5,800000,Нур-Султан (Астана),2015.0,250.0
https://krisha.kz/a/show/55406884,5,800000,Нур-Султан (Астана),2015.0,250.0
https://krisha.kz/a/show/28185354,5,800000,Нур-Султан (Астана),2015.0,280.0
https://krisha.kz/a/show/28185362,5,900000,Нур-Султан (Астана),2016.0,230.0
https://krisha.kz/a/show/29810907,5,700000,Нур-Султан (Астана),2016.0,220.0
https://krisha.kz/a/show/50804259,6,800000,Нур-Султан (Астана),2015.0,280.0
https://krisha.kz/a/show/26625722,5,1000000,Нур-Султан (Астана),2015.0,287.0
https://krisha.kz/a/show/56998449,2,230000,Караганда,2018.0,110.0
https://krisha.kz/a/show/664979463,1,12000,Семей,1991.0,40.0
https://krisha.kz/a/show/664864826,2,12000,Семей,1980.0,58.0
https://krisha.kz/a/show/11145849,1,6000,Кокшетау,1980.0,30.0
https://krisha.kz/a/show/663870189,2,150000,Караганда,1980.0,52.0
https://krisha.kz/a/show/50680495,1,7000,Караганда,1980.0,38.0
https://krisha.kz/a/show/28325353,2,8000,Семей,1985.0,60.0
https://krisha.kz/a/show/664146006,1,10000,Кызылорда,1990.0,50.0
https://krisha.kz/a/show/22858935,1,6000,Нур-Султан (Астана),2012.0,56.0
https://krisha.kz/a/show/56805307,1,4500,Костанай,1985.0,30.0
https://krisha.kz/a/show/664303210,1,9000,Нур-Султан (Астана),2014.0,47.0
https://krisha.kz/a/show/665847597,1,120000,Алматы,1980.0,32.0
https://krisha.kz/a/show/662070594,2,6000,Кызылорда,1986.0,40.0
https://krisha.kz/a/show/666808415,1,5000,Нур-Султан (Астана),2012.0,43.0
https://krisha.kz/a/show/667000044,1,4000,Актобе,2000.0,31.0
https://krisha.kz/a/show/53761626,1,100000,Нур-Султан (Астана),2019.0,40.0
https://krisha.kz/a/show/666076829,2,90000,Караганда,1969.0,45.0
https://krisha.kz/a/show/666954604,1,60000,Шымкент,2014.0,38.0
https://krisha.kz/a/show/666638495,2,8000,Шымкент,1990.0,50.0
https://krisha.kz/a/show/28109618,2,17000,Актау,2016.0,75.0
https://krisha.kz/a/show/665246316,1,10000,Нур-Султан (Астана),2014.0,45.0
https://krisha.kz/a/show/666622277,1,11000,Актобе,2017.0,50.0
https://krisha.kz/a/show/665246043,1,10000,Нур-Султан (Астана),2014.0,45.0
https://krisha.kz/a/show/665245795,2,10000,Нур-Султан (Астана),2014.0,70.0
https://krisha.kz/a/show/30724641,1,4500,Кызылорда,1976.0,32.0
https://krisha.kz/a/show/25532135,2,7000,Кызылорда,1979.0,46.0
https://krisha.kz/a/show/661654058,1,7000,Костанай,1991.0,40.0
https://krisha.kz/a/show/666592695,2,70000,Шымкент,1980.0,60.0
https://krisha.kz/a/show/665877929,1,10000,Актобе,2016.0,54.0
https://krisha.kz/a/show/27193209,3,15000,Караганда,1998.0,80.0
https://krisha.kz/a/show/30656408,4,250000,Нур-Султан (Астана),2010.0,135.0
https://krisha.kz/a/show/665876735,2,12000,Актобе,2017.0,82.0
https://krisha.kz/a/show/665877610,2,12000,Актобе,2018.0,82.0
https://krisha.kz/a/show/664847594,2,1500,Актау,1978.0,60.0
https://krisha.kz/a/show/661853681,1,1500,Алматы,2019.0,53.2
https://krisha.kz/a/show/664476085,1,1000,Алматы,1998.0,45.0
https://krisha.kz/a/show/665918114,1,10000,Актобе,2017.0,54.0
https://krisha.kz/a/show/665872344,1,10000,Актобе,2008.0,50.0
https://krisha.kz/a/show/667000027,2,250000,Актау,2019.0,56.6
https://krisha.kz/a/show/58036817,1,140000,Алматы,2015.0,40.0
https://krisha.kz/a/show/661342074,1,7000,Щучинск,1995.0,32.0
https://krisha.kz/a/show/660320623,1,110000,Алматы,2015.0,40.0
https://krisha.kz/a/show/666773093,2,170000,Алматы,2018.0,55.0
https://krisha.kz/a/show/665871941,1,10000,Актобе,2006.0,54.0
https://krisha.kz/a/show/666999992,2,200000,Нур-Султан (Астана),2019.0,70.0
https://krisha.kz/a/show/27742183,1,5000,Алматы,1989.0,40.0
https://krisha.kz/a/show/661758454,3,260000,Алматы,2013.0,130.0
https://krisha.kz/a/show/666356636,1,8000,Актау,2017.0,33.0
https://krisha.kz/a/show/666998708,2,170000,Нур-Султан (Астана),2013.0,75.0
https://krisha.kz/a/show/57885959,3,12000,Усть-Каменогорск,1996.0,70.0
https://krisha.kz/a/show/666999964,3,350000,Нур-Султан (Астана),2013.0,122.0
https://krisha.kz/a/show/666433386,3,12000,Уральск,1990.0,55.0
https://krisha.kz/a/show/661599292,1,10000,Нур-Султан (Астана),2017.0,55.0
https://krisha.kz/a/show/666999973,2,120000,Нур-Султан (Астана),2000.0,60.0
https://krisha.kz/a/show/57211873,1,7000,Алматы,1990.0,40.0
https://krisha.kz/a/show/56546095,2,12000,Кокшетау,1990.0,50.0
https://krisha.kz/a/show/50563957,1,10000,Атырау,2018.0,50.0
https://krisha.kz/a/show/50704198,1,10000,Атырау,2014.0,55.0
https://krisha.kz/a/show/52439806,1,10000,Атырау,2018.0,45.0
https://krisha.kz/a/show/665251943,12,5000,Капчагай,2016.0,800.0
https://krisha.kz/a/show/664062603,1,10000,Уральск,1996.0,42.0
https://krisha.kz/a/show/663720309,1,5000,Щучинск,2019.0,48.0
https://krisha.kz/a/show/53212736,1,7500,Уральск,1990.0,35.0
https://krisha.kz/a/show/54710985,1,5000,Семей,1980.0,55.0
https://krisha.kz/a/show/47986678,3,10000,Уральск,1985.0,75.0
https://krisha.kz/a/show/48030284,1,6000,Уральск,1985.0,40.0
https://krisha.kz/a/show/48237399,2,10000,Уральск,1985.0,50.0
https://krisha.kz/a/show/47953457,1,5000,Уральск,1985.0,40.0
https://krisha.kz/a/show/51460738,2,9000,Актау,1985.0,48.0
https://krisha.kz/a/show/666999941,1,180000,Нур-Султан (Астана),2018.0,55.0
https://krisha.kz/a/show/666999931,2,5000,Талдыкорган,1990.0,46.0
https://krisha.kz/a/show/56941974,1,50000,Шымкент,2010.0,40.0
https://krisha.kz/a/show/51291146,1,5000,Уральск,1985.0,33.0
https://krisha.kz/a/show/665850802,1,8621,Санкт-Петербург,2016.0,27.3
https://krisha.kz/a/show/665684168,3,140000,Усть-Каменогорск,1960.0,56.0
https://krisha.kz/a/show/666999886,1,200000,Нур-Султан (Астана),2017.0,56.0
https://krisha.kz/a/show/665106803,1,12000,Алматы,2020.0,35.0
https://krisha.kz/a/show/57285134,1,6000,Рудный,1970.0,35.0
https://krisha.kz/a/show/665436909,1,90000,Алматы,1987.0,37.0
https://krisha.kz/a/show/666433867,2,13000,Нур-Султан (Астана),2010.0,76.0
https://krisha.kz/a/show/660429882,2,13000,Нур-Султан (Астана),2010.0,90.0
https://krisha.kz/a/show/661719975,1,9000,Нур-Султан (Астана),2019.0,42.0
https://krisha.kz/a/show/665587654,1,2000,Алматы,2012.0,56.0
https://krisha.kz/a/show/665587704,1,2000,Алматы,2012.0,56.0
https://krisha.kz/a/show/664126148,3,140000,Алматы,2018.0,76.0
https://krisha.kz/a/show/665587765,1,2000,Алматы,2012.0,56.0
https://krisha.kz/a/show/665587839,1,2000,Алматы,2012.0,56.0
https://krisha.kz/a/show/665587895,1,2000,Алматы,2012.0,56.0
https://krisha.kz/a/show/665587438,1,2000,Алматы,2012.0,56.0
https://krisha.kz/a/show/26016696,1,1000,Алматы,1980.0,45.0
https://krisha.kz/a/show/666807958,2,130000,Усть-Каменогорск,2005.0,43.0
https://krisha.kz/a/show/24921441,1,1500,Алматы,2007.0,45.0
https://krisha.kz/a/show/29489169,2,1500,Алматы,1989.0,45.0
https://krisha.kz/a/show/56243893,1,7000,Алматы,2010.0,25.0
https://krisha.kz/a/show/666152308,2,8000,Костанай,1975.0,45.0
https://krisha.kz/a/show/666938554,1,75000,Караганда,1984.0,35.0
https://krisha.kz/a/show/662580276,2,8000,Алматы,1964.0,30.0
https://krisha.kz/a/show/666033973,2,7000,Костанай,1975.0,45.0
https://krisha.kz/a/show/666999551,2,220000,Алматы,2014.0,75.0
https://krisha.kz/a/show/664219583,1,5000,Шымкент,1968.0,36.0
https://krisha.kz/a/show/666999767,3,430000,Нур-Султан (Астана),2014.0,125.0
https://krisha.kz/a/show/30438293,2,7000,Алматы,1980.0,54.0
https://krisha.kz/a/show/27326135,2,8000,Семей,1999.0,44.0
https://krisha.kz/a/show/665583561,1,2000,Алматы,2012.0,56.0
https://krisha.kz/a/show/665583776,1,2000,Алматы,2012.0,56.0
https://krisha.kz/a/show/666609286,3,100000,Шымкент,2020.0,100.0
https://krisha.kz/a/show/666526195,3,100000,Шымкент,1980.0,60.0
https://krisha.kz/a/show/665583870,1,2000,Алматы,2011.0,56.0
https://krisha.kz/a/show/665583924,1,2000,Алматы,2012.0,56.0
https://krisha.kz/a/show/666807765,2,90000,Семей,2015.0,67.0
https://krisha.kz/a/show/666999709,1,130000,Алматы,1979.0,34.0
https://krisha.kz/a/show/666517612,2,80000,Шымкент,1969.0,47.0
https://krisha.kz/a/show/663556842,4,100000,Шымкент,1989.0,80.0
https://krisha.kz/a/show/666999669,3,300000,Нур-Султан (Астана),2012.0,122.0
https://krisha.kz/a/show/666999685,2,140000,Нур-Султан (Астана),2017.0,42.5
https://krisha.kz/a/show/46981502,2,8000,Атырау,1985.0,55.0
https://krisha.kz/a/show/661803773,1,7000,Атырау,1985.0,38.0
https://krisha.kz/a/show/51221993,1,2000,Нур-Султан (Астана),2012.0,47.0
https://krisha.kz/a/show/663051364,1,8000,Нур-Султан (Астана),2017.0,55.0
https://krisha.kz/a/show/57695794,4,250000,Актау,1990.0,90.0
https://krisha.kz/a/show/666966734,3,250000,Актау,2019.0,105.0
https://krisha.kz/a/show/14161756,1,75000,Уральск,1979.0,35.0
https://krisha.kz/a/show/666999626,2,200000,Нур-Султан (Астана),2012.0,64.0
https://krisha.kz/a/show/50292379,1,45000,Косшы,2014.0,40.0
https://krisha.kz/a/show/666432743,1,1000,Алматы,1990.0,46.0
https://krisha.kz/a/show/665539072,1,10000,Алматы,2012.0,56.0
https://krisha.kz/a/show/57227474,1,75000,Шымкент,1980.0,36.0
https://krisha.kz/a/show/50225003,1,6500,Нур-Султан (Астана),2011.0,45.0
https://krisha.kz/a/show/50344463,1,6000,Нур-Султан (Астана),2012.0,45.0
https://krisha.kz/a/show/664013266,2,15000,Костанай,1981.0,62.0
https://krisha.kz/a/show/665538680,1,10000,Алматы,2012.0,56.0
https://krisha.kz/a/show/663532306,1,13000,Алматы,2014.0,56.0
https://krisha.kz/a/show/664583111,1,100000,Нур-Султан (Астана),2018.0,35.0
https://krisha.kz/a/show/666747401,3,110000,Алматы,2015.0,70.0
https://krisha.kz/a/show/666807609,3,17000,Алматы,2015.0,109.0
https://krisha.kz/a/show/665625723,2,7000,Талдыкорган,2000.0,70.0
https://krisha.kz/a/show/56438181,1,7000,Нур-Султан (Астана),2009.0,50.0
https://krisha.kz/a/show/22099372,1,5990,Караганда,1991.0,35.0
https://krisha.kz/a/show/55487479,2,125000,Нур-Султан (Астана),2015.0,65.0
https://krisha.kz/a/show/666070784,2,8000,Нур-Султан (Астана),2010.0,50.0
https://krisha.kz/a/show/660944236,1,12000,Усть-Каменогорск,1990.0,45.0
https://krisha.kz/a/show/30812651,1,6000,Семей,1978.0,36.0
https://krisha.kz/a/show/666999498,1,180000,Нур-Султан (Астана),2016.0,56.0
https://krisha.kz/a/show/56903634,1,5000,Актобе,1968.0,39.0
https://krisha.kz/a/show/46442062,1,3500,Тараз,1988.0,33.0
https://krisha.kz/a/show/662891770,3,350000,Нур-Султан (Астана),2015.0,100.0
https://krisha.kz/a/show/663476052,1,6000,Талдыкорган,1986.0,42.0
https://krisha.kz/a/show/57721880,1,6000,Нур-Султан (Астана),1988.0,40.0
https://krisha.kz/a/show/666852109,1,130000,Нур-Султан (Астана),2017.0,48.0
https://krisha.kz/a/show/663608398,1,6000,Семей,1980.0,45.0
https://krisha.kz/a/show/666432477,2,17000,Алматы,2015.0,90.0
https://krisha.kz/a/show/665822629,3,320000,Атырау,2007.0,100.0
https://krisha.kz/a/show/664056718,1,130000,Алматы,1979.0,38.0
https://krisha.kz/a/show/660824371,2,8000,Степногорск,1993.0,55.0
https://krisha.kz/a/show/663207864,2,85000,Уральск,2020.0,60.0
https://krisha.kz/a/show/55670670,1,6000,Шымкент,1985.0,36.0
https://krisha.kz/a/show/664192035,1,12000,Нур-Султан (Астана),2015.0,50.0
https://krisha.kz/a/show/660002956,2,120000,Алматы,1972.0,40.0
https://krisha.kz/a/show/57335428,2,10000,Семей,1978.0,50.0
https://krisha.kz/a/show/57868071,4,600000,Атырау,2007.0,140.0
https://krisha.kz/a/show/661298760,1,5000,Семей,1974.0,32.0
https://krisha.kz/a/show/666338108,1,5000,Семей,1985.0,40.0
https://krisha.kz/a/show/666427304,2,8000,Актобе,2015.0,60.0
https://krisha.kz/a/show/666474355,1,7500,Актобе,2015.0,55.0
https://krisha.kz/a/show/666424056,2,80000,Уральск,1970.0,45.0
https://krisha.kz/a/show/2660246,1,5999,Алматы,1988.0,35.0
https://krisha.kz/a/show/664393185,2,8000,Экибастуз,1988.0,54.0
https://krisha.kz/a/show/663708089,1,6000,Караганда,1980.0,42.0
https://krisha.kz/a/show/664317184,1,6000,Экибастуз,1988.0,35.0
https://krisha.kz/a/show/25205257,2,8000,Актау,1995.0,58.0
https://krisha.kz/a/show/24116865,2,1500,Актау,1985.0,56.8
https://krisha.kz/a/show/667000328,1,100000,Нур-Султан (Астана),2007.0,37.0
https://krisha.kz/a/show/27643806,1,7000,Уральск,1980.0,35.0
https://krisha.kz/a/show/26150065,1,40000,Нур-Султан (Астана),2015.0,16.0
https://krisha.kz/a/show/667000303,3,950000,Алматы,2018.0,123.0
https://krisha.kz/a/show/666614779,2,6000,Атырау,1990.0,46.0
https://krisha.kz/a/show/49514125,1,5000,Семей,1998.0,38.0
https://krisha.kz/a/show/27402214,2,9000,Алматы,1998.0,52.0
https://krisha.kz/a/show/55080627,3,400000,Актау,2012.0,130.0
https://krisha.kz/a/show/666999456,2,230000,Нур-Султан (Астана),2014.0,63.0
https://krisha.kz/a/show/664054087,3,10000,Павлодар,1970.0,65.0
https://krisha.kz/a/show/664705990,2,250000,Алматы,2008.0,75.0
https://krisha.kz/a/show/666432165,1,9000,Нур-Султан (Астана),2014.0,45.0
https://krisha.kz/a/show/666999241,1,5000,Нур-Султан (Астана),1967.0,30.0
https://krisha.kz/a/show/664541222,1,150000,Актау,2019.0,52.0
https://krisha.kz/a/show/48973987,1,10000,Кызылорда,1990.0,32.0
https://krisha.kz/a/show/21952903,2,8000,Семей,1985.0,55.0
https://krisha.kz/a/show/22362827,1,5000,Семей,1982.0,33.0
https://krisha.kz/a/show/666807399,3,85000,Павлодар,1980.0,68.0
https://krisha.kz/a/show/660291511,2,10000,Караганда,2000.0,55.0
https://krisha.kz/a/show/14419923,1,10000,Караганда,1962.0,47.0
https://krisha.kz/a/show/52221863,2,8500,Нур-Султан (Астана),1965.0,47.0
https://krisha.kz/a/show/664476934,2,8500,Нур-Султан (Астана),1970.0,45.0
https://krisha.kz/a/show/27956721,2,8000,Семей,1982.0,55.0
https://krisha.kz/a/show/57280796,2,8000,Актау,1990.0,66.0
https://krisha.kz/a/show/666432131,3,15000,Алматы,2000.0,80.0
https://krisha.kz/a/show/666247191,4,150000,Тараз,1989.0,80.0
https://krisha.kz/a/show/662581405,1,100000,Нур-Султан (Астана),2018.0,40.0
https://krisha.kz/a/show/666999365,2,230000,Нур-Султан (Астана),2016.0,68.0
https://krisha.kz/a/show/663267979,2,8000,Уральск,1991.0,54.0
https://krisha.kz/a/show/21516570,4,30000,Нур-Султан (Астана),2010.0,190.0
https://krisha.kz/a/show/666808876,3,300000,Нур-Султан (Астана),2015.0,120.0
